KAYNAK,Rank,Ürün Adı,Fiyat,Link,Marka
a101.csv,138,Kzy Mobilya Mercan Çok Amaçlı Ayakkabılık Portmanto Beyaz Meşe,"₺3.199,00",https://www.a101.com.tr/ev-yasam/kzy-mobilya-mercan-cok-amacli-ayakkabilik-portmanto-beyaz-mese_p-26066140,
a101.csv,139,Kzy Mobilya Çok Amaçlı Dolap 110 cm Beyaz,"₺1.599,00",https://www.a101.com.tr/ev-yasam/kzy-mobilya-cok-amacli-dolap-110-cm-beyaz_p-26065403,
a101.csv,140,Samsung EP-T2510 25 W Type-C Hızlı Şarj Adaptörü Beyaz,"₺599,00",https://www.a101.com.tr/elektronik/samsung-ep-t2510-25-w-type-c-hizli-sarj-adaptoru-beyaz_p-25005552,
a101.csv,141,SEG BM 4001 4 Programlı Bulaşık Makinesi,"₺10.999,00",https://www.a101.com.tr/elektronik/seg-bm-4001-4-programli-bulasik-makinesi_p-26017829,
a101.csv,142,Bosch GSB 600 100 Parça Aksesuarlı Darbeli Matkap,"₺3.299,00",https://www.a101.com.tr/oto-bahce-yapi/bosch-gsb-600-100-parca-aksesuarli-darbeli-matkap_p-26067596,
a101.csv,143,Kzy Mobilya 8 Raflı Çok Amaçlı Dolap Beyaz,"₺2.199,00",https://www.a101.com.tr/ev-yasam/kzy-mobilya-8-rafli-cok-amacli-dolap-beyaz_p-26065400,
a101.csv,144,"Samsung Galaxy Tab A9+ X218B 5G 128 GB 8 GB RAM 11"" Tablet Graphite","₺10.999,00",https://www.a101.com.tr/elektronik/samsung-galaxy-tab-a9-x218b-5g-128-gb-8-gb-ram-11-tablet-graphite_p-26052715,
a101.csv,145,Ugg Ultra Mini Platform 1135092-SAN Kadın Bot Kum,"₺8.999,00",https://www.a101.com.tr/giyim-aksesuar/ugg-ultra-mini-platform-1135092-san-kadin-bot-kum_p-26044411,
a101.csv,146,Arzum Vanessa AR5022 Saç Maşası,"₺999,00",https://www.a101.com.tr/elektronik/arzum-vanessa-ar5022-sac-masasi_p-26066143,
a101.csv,147,Lila Çift Kişilik Kenar Korumalı Yatak Alezi 160x200x30 cm,"₺349,00",https://www.a101.com.tr/ev-yasam/lila-cift-kisilik-kenar-korumali-yatak-alezi-160x200x30-cm_p-26055830,
a101.csv,148,Exent Fishing Balıkçı Pensesi,"₺129,00",https://www.a101.com.tr/ev-yasam/exent-fishing-balikci-pensesi_p-26039598,
a101.csv,149,Exent Fishing Klipsli Fırdöndü 10'lu,"₺49,50",https://www.a101.com.tr/ev-yasam/exent-fishing-klipsli-firdondu-10-lu_p-26055903,
a101.csv,150,SEG CM 711 7 Kg Çamaşır Makinesi,"₺10.999,00",https://www.a101.com.tr/elektronik/seg-cm-711-7-kg-camasir-makinesi_p-26057937,
a101.csv,151,Viva Cappio Kadın Deodorant 150 ml,"₺109,00",https://www.a101.com.tr/kozmetik-kisisel-bakim/viva-cappio-kadin-deodorant-150-ml_p-24002235,
a101.csv,152,Kiwi KHB 4440 El Blender Seti Beyaz,"₺949,00",https://www.a101.com.tr/elektronik/kiwi-khb-4440-el-blender-seti-beyaz_p-26032796,
a101.csv,153,Katlanabilir Kamp Sandalyesi 74x51x80 cm Lacivert,"₺279,00",https://www.a101.com.tr/ev-yasam/katlanabilir-kamp-sandalyesi-74x51x80-cm-lacivert_p-26014370,
a101.csv,154,SEG LF 2831 Buzdolabı,"₺12.499,00",https://www.a101.com.tr/elektronik/seg-lf-2831-buzdolabi_p-26046959,
a101.csv,155,Xiaomi Vacuum Cleaner G20 Şarjlı Dikey Süpürge,"₺8.999,00",https://www.a101.com.tr/elektronik/xiaomi-vacuum-cleaner-g20-sarjli-dikey-supurge_p-26066417,
a101.csv,156,Apple MD3J4TU/A 20W USB-C Güç Adaptörü,"₺819,00",https://www.a101.com.tr/elektronik/apple-md3j4tu-a-20w-usb-c-guc-adaptoru_p-25006462,
a101.csv,157,Kiwi KLR-1513 Yün Kazak Temizleme Cihazı,"₺199,00",https://www.a101.com.tr/elektronik/kiwi-klr-1513-yun-kazak-temizleme-cihazi_p-26029686,
a101.csv,158,Kalima Tavuk Etli Yetişkin Kedi Maması 10 KG,"₺549,00",https://www.a101.com.tr/ev-yasam/kalima-tavuk-etli-yetiskin-kedi-mamasi-10-kg_p-25006340,
a101.csv,159,Calvin Klein One Unisex Deodorant 150 ml,"₺1.199,00",https://www.a101.com.tr/kozmetik-kisisel-bakim/calvin-klein-one-unisex-deodorant-150-ml_p-24005327,
a101.csv,160,Mini Ütü Masası 30x74 cm,"₺289,00",https://www.a101.com.tr/ev-yasam/mini-utu-masasi-30x74-cm_p-26043566,
a101.csv,161,Altus AL 413P 3 Programlı Bulaşık Makinesi,"₺11.999,00",https://www.a101.com.tr/elektronik/altus-al-413p-3-programli-bulasik-makinesi_p-26065726,
a101.csv,162,"Stanley Classic Legendary 10-07934-003 Klasik Model Termos 1,9 L Yeşil","₺2.399,00",https://www.a101.com.tr/ev-yasam/stanley-classic-legendary-10-07934-003-klasik-model-termos-1-9-l-yesil_p-26017659,
a101.csv,163,Piranha Araç İçi Yol Kayıt ve Park Kamerası,"₺1.199,00",https://www.a101.com.tr/oto-bahce-yapi/piranha-arac-ici-yol-kayit-ve-park-kamerasi_p-26016333,
a101.csv,164,Xiaomi Smart Air Purifier 4 Lite Hava Temizleyici,"₺7.699,00",https://www.a101.com.tr/elektronik/xiaomi-smart-air-purifier-4-lite-hava-temizleyici_p-26028061,
a101.csv,165,Tantitoni Kahve Fincan Takımı Beyaz,"₺349,00",https://www.a101.com.tr/ev-yasam/tantitoni-kahve-fincan-takimi-beyaz_p-26067210,
a101.csv,166,Nehir Desenli Çay Kaşığı,"₺25,00",https://www.a101.com.tr/ev-yasam/nehir-desenli-cay-kasigi_p-26007979,
a101.csv,167,Xiaomi C300 Smart Kamera Beyaz,"₺1.499,00",https://www.a101.com.tr/elektronik/xiaomi-c300-smart-kamera-beyaz_p-26031405,
a101.csv,168,Escamp Kamp Yatağı Yeşil,"₺1.299,00",https://www.a101.com.tr/ev-yasam/escamp-kamp-yatagi-yesil_p-26040172,
a101.csv,169,Kzy Mobilya Pratik Çok Amaçlı Ayakkabılık Beyaz,"₺1.399,00",https://www.a101.com.tr/ev-yasam/kzy-mobilya-pratik-cok-amacli-ayakkabilik-beyaz_p-26065418,
a101.csv,170,Remaks 5 Raflı Kitaplık Beyaz,"₺999,00",https://www.a101.com.tr/ev-yasam/remaks-5-rafli-kitaplik-beyaz_p-26057331,
a101.csv,171,English Home Çift Kişilik Yorgan 195x215 cm,"₺499,00",https://www.a101.com.tr/ev-yasam/english-home-cift-kisilik-yorgan-195x215-cm_p-26043916,
a101.csv,172,Walke W-Fit Uzaktan Kumandalı Katlanabilir Koşu Bandı,"₺5.599,00",https://www.a101.com.tr/ev-yasam/walke-w-fit-uzaktan-kumandali-katlanabilir-kosu-bandi_p-26064556,
a101.csv,173,İzolasyonlu Balıkçı Çantası 28 L,"₺379,00",https://www.a101.com.tr/ev-yasam/izolasyonlu-balikci-cantasi-28-l_p-26061323,
a101.csv,174,Katlanabilir Kamp Sandalyesi 74x51x80 cm Mavi,"₺279,00",https://www.a101.com.tr/ev-yasam/katlanabilir-kamp-sandalyesi-74x51x80-cm-mavi_p-26014370,
a101.csv,175,Katlanabilir Kamp Sandalyesi 74x51x80 cm Siyah,"₺279,00",https://www.a101.com.tr/ev-yasam/katlanabilir-kamp-sandalyesi-74x51x80-cm-siyah_p-26014370,
a101.csv,176,King Nihavend KCM336 Çay Makinesi,"₺1.799,00",https://www.a101.com.tr/elektronik/king-nihavend-kcm336-cay-makinesi_p-26058670,
a101.csv,177,Sinbo Işıklı Otomatik Baharat ve Tuz Öğütücü,"₺255,00",https://www.a101.com.tr/ev-yasam/sinbo-isikli-otomatik-baharat-ve-tuz-ogutucu_p-26030747,
a101.csv,178,SEG LFW 3252 Buzdolabı,"₺13.499,00",https://www.a101.com.tr/elektronik/seg-lfw-3252-buzdolabi_p-26052602,
a101.csv,179,Kiwi KCC-4318 Koltuk ve Halı Yıkama Makinesi Siyah,"₺2.699,00",https://www.a101.com.tr/elektronik/kiwi-kcc-4318-koltuk-ve-hali-yikama-makinesi-siyah_p-26054840,
a101.csv,180,Pierre Cardin Elektrikli Katlanabilir Cezve,"₺599,00",https://www.a101.com.tr/elektronik/pierre-cardin-elektrikli-katlanabilir-cezve_p-26058910,
a101.csv,181,"Brita Aluna XL Filtreli Sürahi 3,5 L","₺479,00",https://www.a101.com.tr/ev-yasam/brita-aluna-xl-filtreli-surahi-3-5-l_p-26022317,
a101.csv,182,Nehir Kevgir,"₺145,00",https://www.a101.com.tr/ev-yasam/nehir-kevgir_p-26007986,
a101.csv,183,Kozmetik Organizeri,"₺589,00",https://www.a101.com.tr/ev-yasam/kozmetik-organizeri_p-26049422,
a101.csv,184,Aprilla AHS 2026 Saç Düzleştirici Siyah,"₺399,00",https://www.a101.com.tr/elektronik/aprilla-ahs-2026-sac-duzlestirici-siyah_p-26043216,
a101.csv,185,Sezeray Elfida Puflu Aynalı Makyaj Masası Beyaz,"₺4.999,00",https://www.a101.com.tr/ev-yasam/sezeray-elfida-puflu-aynali-makyaj-masasi-beyaz_p-26067781,
a101.csv,186,Kafa Lambası,"₺179,00",https://www.a101.com.tr/ev-yasam/kafa-lambasi_p-26055356,
a101.csv,187,Yasak Kelimeler Kutu Oyunu,"₺179,00",https://www.a101.com.tr/anne-bebek-oyuncak/yasak-kelimeler-kutu-oyunu_p-26018709,
a101.csv,188,"Stanley Quencher H2.O FlowState Tumbler 10-10824-453 Pipetli Termos 1,18 L Bej","₺1.799,00",https://www.a101.com.tr/ev-yasam/stanley-quencher-h2-o-flowstate-tumbler-10-10824-453-pipetli-termos-1-18-l-bej_p-26053026,
a101.csv,189,SEG SBM 4021 WE 4 Programlı Bulaşık Makinesi,"₺11.499,00",https://www.a101.com.tr/elektronik/seg-sbm-4021-we-4-programli-bulasik-makinesi_p-26058861,
a101.csv,190,Columbia Delta Ridge 2086241-010 Erkek Mont Siyah,"₺8.499,00",https://www.a101.com.tr/giyim-aksesuar/columbia-delta-ridge-2086241-010-erkek-mont-siyah_p-26057621,
a101.csv,191,"Stanley Classic Legendary Camp Mug 10-11444-037 Çelik Termos Bardak 0,23 L Pembe","₺999,00",https://www.a101.com.tr/ev-yasam/stanley-classic-legendary-camp-mug-10-11444-037-celik-termos-bardak-0-23-l-pembe_p-26059322,
a101.csv,192,Ahşap Kulplu Emaye Sosluk 16 cm Kırmızı,"₺219,00",https://www.a101.com.tr/ev-yasam/ahsap-kulplu-emaye-sosluk-16-cm-kirmizi_p-26055203,
a101.csv,193,Piranha 6108 BT Kablosuz FM Transmitter,"₺179,00",https://www.a101.com.tr/oto-bahce-yapi/piranha-6108-bt-kablosuz-fm-transmitter_p-26063129,
a101.csv,194,Arzum Chefy AR1139 El Blender,"₺1.299,00",https://www.a101.com.tr/elektronik/arzum-chefy-ar1139-el-blender_p-26066136,
a101.csv,195,Tsuyoi Kaze Motosiklet 180 Derece Kör Nokta Aynası,"₺209,00",https://www.a101.com.tr/oto-bahce-yapi/tsuyoi-kaze-motosiklet-180-derece-kor-nokta-aynasi_p-26052017,
a101.csv,196,Arzum Soprano Max Neo AR1187 Multi Blender Seti,"₺2.399,00",https://www.a101.com.tr/elektronik/arzum-soprano-max-neo-ar1187-multi-blender-seti_p-26066135,
a101.csv,197,Homend Royaltea 1728H Çay Makinesi Inox,"₺2.299,00",https://www.a101.com.tr/elektronik/homend-royaltea-1728h-cay-makinesi-inox_p-26063180,
a101.csv,198,Arzum DreamTea AR3134 Çay Makinesi,"₺1.449,00",https://www.a101.com.tr/elektronik/arzum-dreamtea-ar3134-cay-makinesi_p-26066142,
a101.csv,199,Nehir Spatula,"₺145,00",https://www.a101.com.tr/ev-yasam/nehir-spatula_p-26007999,
a101.csv,200,Sezeray Uranüs Vestiyer Atlantik Çam,"₺1.799,00",https://www.a101.com.tr/ev-yasam/sezeray-uranus-vestiyer-atlantik-cam_p-26067780,
a101.csv,201,Pierre Cardin PC-M20002 Boyun ve Sırt Masaj Aleti,"₺1.199,00",https://www.a101.com.tr/elektronik/pierre-cardin-pc-m20002-boyun-ve-sirt-masaj-aleti_p-26060646,
a101.csv,202,Katlanabilir Kamp Sandalyesi 74x51x80 cm Kırmızı,"₺279,00",https://www.a101.com.tr/ev-yasam/katlanabilir-kamp-sandalyesi-74x51x80-cm-kirmizi_p-26014370,
a101.csv,203,Pierre Cardin PCG30001 Kulak Burun Tüy Alma Makinesi,"₺129,00",https://www.a101.com.tr/kozmetik-kisisel-bakim/pierre-cardin-pcg30001-kulak-burun-tuy-alma-makinesi_p-26046406,
a101.csv,204,Silk & Blue Suba Kadın Çorap 2'li Pembe,"₺29,50",https://www.a101.com.tr/giyim-aksesuar/silk-blue-suba-kadin-corap-2-li-pembe_p-25000320,
a101.csv,205,Samsung DW60DG540FSRTR 4 Programlı Bulaşık Makinesi Inox,"₺17.499,00",https://www.a101.com.tr/elektronik/samsung-dw60dg540fsrtr-4-programli-bulasik-makinesi-inox_p-26052587,
a101.csv,206,Garaj Home Elmas Çok Amaçlı Raflı Kahve Köşesi Dolabı Meşe,"₺4.499,00",https://www.a101.com.tr/ev-yasam/garaj-home-elmas-cok-amacli-rafli-kahve-kosesi-dolabi-mese_p-26058362,
a101.csv,207,"Stanley Quencher H2.0 Flowstate 10-12552-070 Pipetli Termos 1,18 L Açık Yeşil","₺2.299,00",https://www.a101.com.tr/ev-yasam/stanley-quencher-h2-0-flowstate-10-12552-070-pipetli-termos-1-18-l-acik-yesil_p-26062967,
a101.csv,208,Piranha 6116 Bluetooth AUX FM Transmitter,"₺159,00",https://www.a101.com.tr/oto-bahce-yapi/piranha-6116-bluetooth-aux-fm-transmitter_p-26008765,
a101.csv,209,Newton Cam Ankastre Set Siyah (F-17-GLS 640-MFA400),"₺7.499,00",https://www.a101.com.tr/elektronik/newton-cam-ankastre-set-siyah-f-17-gls-640-mfa400-_p-26031596,
a101.csv,210,Banyo Seti 5'li,"₺449,00",https://www.a101.com.tr/ev-yasam/banyo-seti-5-li_p-26065172,
a101.csv,211,Ferre 45630 Mini Fırın 45 L Beyaz,"₺2.999,00",https://www.a101.com.tr/elektronik/ferre-45630-mini-firin-45-l-beyaz_p-26064616,
a101.csv,212,Kiwi KSI-6306 Buharlı Ütü,"₺699,00",https://www.a101.com.tr/elektronik/kiwi-ksi-6306-buharli-utu_p-26009921,
a101.csv,213,Lila Tek Kişilik Kenar Korumalı Yatak Alezi 100x200x30 cm,"₺239,00",https://www.a101.com.tr/ev-yasam/lila-tek-kisilik-kenar-korumali-yatak-alezi-100x200x30-cm_p-26055832,
a101.csv,214,Samsung DW60DG540FWQTR 4 Programlı Bulaşık Makinesi Beyaz,"₺17.999,00",https://www.a101.com.tr/elektronik/samsung-dw60dg540fwqtr-4-programli-bulasik-makinesi-beyaz_p-26052586,
a101.csv,215,Oral-B iO 6 Şarjlı Diş Fırçası Siyah,"₺5.499,00",https://www.a101.com.tr/kozmetik-kisisel-bakim/oral-b-io-6-sarjli-dis-fircasi-siyah_p-26046865,
a101.csv,216,Xiaomi Smart Pet Care Evcil Hayvan Hava Temizleyici,"₺4.499,00",https://www.a101.com.tr/elektronik/xiaomi-smart-pet-care-evcil-hayvan-hava-temizleyici-_p-26066565,
a101.csv,217,Promer Lux Ütü Masası 43x124 cm,"₺1.099,00",https://www.a101.com.tr/ev-yasam/promer-lux-utu-masasi-43x124-cm_p-26053563,
a101.csv,218,Ayaklı Kahve Yanı Bardak 6'lı 125 cc,"₺149,00",https://www.a101.com.tr/ev-yasam/ayakli-kahve-yani-bardak-6-li-125-cc_p-26061861,
a101.csv,219,Ugg Tazz II 1174471-OBS Kadın Terlik Gri,"₺8.499,00",https://www.a101.com.tr/giyim-aksesuar/ugg-tazz-ii-1174471-obs-kadin-terlik-gri_p-26066290,
a101.csv,220,Kzy Mobilya Tek Kapaklı 5 Raflı Dolap Beyaz,"₺1.499,00",https://www.a101.com.tr/ev-yasam/kzy-mobilya-tek-kapakli-5-rafli-dolap-beyaz_p-26065404,
a101.csv,221,Ruum Store Lena Çalışma Masası 60x120 cm,"₺799,00",https://www.a101.com.tr/ev-yasam/ruum-store-lena-calisma-masasi-60x120-cm_p-26065931,
a101.csv,222,PP 3'lü Valiz Seti Koyu Siyah,"₺2.315,00",https://www.a101.com.tr/giyim-aksesuar/pp-3-lu-valiz-seti-koyu-siyah_p-26040954,
a101.csv,223,"Stanley Classic Legendary Camp Mug 10-11444-040 Çelik Termos Bardak 0,23 L Lacivert","₺999,00",https://www.a101.com.tr/ev-yasam/stanley-classic-legendary-camp-mug-10-11444-040-celik-termos-bardak-0-23-l-lacivert_p-26059322,
a101.csv,224,Goodwest Cam Ankastre Set 3'lü Beyaz,"₺7.999,00",https://www.a101.com.tr/elektronik/goodwest-cam-ankastre-set-3-lu-beyaz_p-26038087,
a101.csv,225,Sinbo STM-5848 Cam Çay Makinesi,"₺1.299,00",https://www.a101.com.tr/elektronik/sinbo-stm-5848-cam-cay-makinesi_p-26053047,
a101.csv,226,Bosch GSR 185-Lİ Delme Vidalama Makinesi,"₺2.699,00",https://www.a101.com.tr/oto-bahce-yapi/bosch-gsr-185-li-delme-vidalama-makinesi_p-26067597,
a101.csv,227,Mobilique Poyraz 1 2 Kapaklı 7 Raflı Çok Amaçlı Dolap Beyaz,"₺2.099,00",https://www.a101.com.tr/ev-yasam/mobilique-poyraz-1-2-kapakli-7-rafli-cok-amacli-dolap-beyaz_p-26062763,
a101.csv,228,Ugg Ultra Mini 1116109-GREY Kadın Bot Gri,Fiyat Yok,https://www.a101.com.tr/giyim-aksesuar/ugg-ultra-mini-1116109-grey-kadin-bot-gri_p-26031817,
a101.csv,229,Sinbo SMX-2769 Stantlı Mikser,"₺2.999,00",https://www.a101.com.tr/elektronik/sinbo-smx-2769-stantli-mikser_p-26045944,
a101.csv,230,Türksit Range Mini Oyuncu Koltuğu Kırmızı,"₺2.849,00",https://www.a101.com.tr/ev-yasam/turksit-range-mini-oyuncu-koltugu-kirmizi_p-26066618,
a101.csv,231,"Stanley 10-09382-081 Klasik Kaşıklı Yemek Termosu 0,40 L Mavi","₺1.599,00",https://www.a101.com.tr/ev-yasam/stanley-10-09382-081-klasik-kasikli-yemek-termosu-0-40-l-mavi_p-26019524,
a101.csv,232,Pierre Cardin PC-B20001 Dijital Baskül,"₺329,00",https://www.a101.com.tr/elektronik/pierre-cardin-pc-b20001-dijital-baskul_p-26044579,
a101.csv,233,5 Çekmeceli Organizer,"₺299,00",https://www.a101.com.tr/ev-yasam/5-cekmeceli-organizer_p-26066558,
a101.csv,234,Ayaklı Cam Sunum Kasesi 19 cm,"₺129,00",https://www.a101.com.tr/ev-yasam/ayakli-cam-sunum-kasesi-19-cm_p-26055569,
a101.csv,235,SEG DD 6196 6 Çekmeceli Derin Dondurucu,"₺13.499,00",https://www.a101.com.tr/elektronik/seg-dd-6196-6-cekmeceli-derin-dondurucu_p-26047375,
a101.csv,236,Türksit 804 File Çalışma Koltuğu Plastik Ayak Siyah,"₺1.699,00",https://www.a101.com.tr/ev-yasam/turksit-804-file-calisma-koltugu-plastik-ayak-siyah_p-26051603,
a101.csv,237,Xiaomi Mi AC1200 1200 Mbps Wifi Güçlendirici,"₺1.049,00",https://www.a101.com.tr/elektronik/xiaomi-mi-ac1200-1200-mbps-wifi-guclendirici_p-26041371,
a101.csv,238,Pierre Cardin Tek Kişilik Mikrofiber Yorgan 155x215 cm,"₺499,00",https://www.a101.com.tr/ev-yasam/pierre-cardin-tek-kisilik-mikrofiber-yorgan-155x215-cm_p-26060274,
a101.csv,239,Çift Kişilik Alez,"₺149,00",https://www.a101.com.tr/ev-yasam/cift-kisilik-alez_p-26066600,
a101.csv,240,"Stanley Cafe To-Go Mug 10-12080-041 Termos Bardak 0,35 L Yeşil","₺1.249,00",https://www.a101.com.tr/ev-yasam/stanley-cafe-to-go-mug-10-12080-041-termos-bardak-0-35-l-yesil_p-26064888,
a101.csv,241,"Brita Aluna XL Filtreli Sürahi 3,5 L","₺479,00",https://www.a101.com.tr/ev-yasam/brita-aluna-xl-filtreli-surahi-3-5-l_p-26022317,
a101.csv,242,Nehir Kevgir,"₺145,00",https://www.a101.com.tr/ev-yasam/nehir-kevgir_p-26007986,
a101.csv,243,Kozmetik Organizeri,"₺589,00",https://www.a101.com.tr/ev-yasam/kozmetik-organizeri_p-26049422,
a101.csv,244,Aprilla AHS 2026 Saç Düzleştirici Siyah,"₺399,00",https://www.a101.com.tr/elektronik/aprilla-ahs-2026-sac-duzlestirici-siyah_p-26043216,
a101.csv,245,Sezeray Elfida Puflu Aynalı Makyaj Masası Beyaz,"₺4.999,00",https://www.a101.com.tr/ev-yasam/sezeray-elfida-puflu-aynali-makyaj-masasi-beyaz_p-26067781,
a101.csv,246,Kafa Lambası,"₺179,00",https://www.a101.com.tr/ev-yasam/kafa-lambasi_p-26055356,
a101.csv,247,Yasak Kelimeler Kutu Oyunu,"₺179,00",https://www.a101.com.tr/anne-bebek-oyuncak/yasak-kelimeler-kutu-oyunu_p-26018709,
a101.csv,248,"Stanley Quencher H2.O FlowState Tumbler 10-10824-453 Pipetli Termos 1,18 L Bej","₺1.799,00",https://www.a101.com.tr/ev-yasam/stanley-quencher-h2-o-flowstate-tumbler-10-10824-453-pipetli-termos-1-18-l-bej_p-26053026,
a101.csv,249,SEG SBM 4021 WE 4 Programlı Bulaşık Makinesi,"₺11.499,00",https://www.a101.com.tr/elektronik/seg-sbm-4021-we-4-programli-bulasik-makinesi_p-26058861,
a101.csv,250,Columbia Delta Ridge 2086241-010 Erkek Mont Siyah,"₺8.499,00",https://www.a101.com.tr/giyim-aksesuar/columbia-delta-ridge-2086241-010-erkek-mont-siyah_p-26057621,
a101.csv,251,"Stanley Classic Legendary Camp Mug 10-11444-037 Çelik Termos Bardak 0,23 L Pembe","₺999,00",https://www.a101.com.tr/ev-yasam/stanley-classic-legendary-camp-mug-10-11444-037-celik-termos-bardak-0-23-l-pembe_p-26059322,
a101.csv,252,Ahşap Kulplu Emaye Sosluk 16 cm Kırmızı,"₺219,00",https://www.a101.com.tr/ev-yasam/ahsap-kulplu-emaye-sosluk-16-cm-kirmizi_p-26055203,
a101.csv,253,Piranha 6108 BT Kablosuz FM Transmitter,"₺179,00",https://www.a101.com.tr/oto-bahce-yapi/piranha-6108-bt-kablosuz-fm-transmitter_p-26063129,
a101.csv,254,Arzum Chefy AR1139 El Blender,"₺1.299,00",https://www.a101.com.tr/elektronik/arzum-chefy-ar1139-el-blender_p-26066136,
a101.csv,255,Tsuyoi Kaze Motosiklet 180 Derece Kör Nokta Aynası,"₺209,00",https://www.a101.com.tr/oto-bahce-yapi/tsuyoi-kaze-motosiklet-180-derece-kor-nokta-aynasi_p-26052017,
a101.csv,256,Arzum Soprano Max Neo AR1187 Multi Blender Seti,"₺2.399,00",https://www.a101.com.tr/elektronik/arzum-soprano-max-neo-ar1187-multi-blender-seti_p-26066135,
a101.csv,257,Homend Royaltea 1728H Çay Makinesi Inox,"₺2.299,00",https://www.a101.com.tr/elektronik/homend-royaltea-1728h-cay-makinesi-inox_p-26063180,
a101.csv,258,Arzum DreamTea AR3134 Çay Makinesi,"₺1.449,00",https://www.a101.com.tr/elektronik/arzum-dreamtea-ar3134-cay-makinesi_p-26066142,
a101.csv,259,Nehir Spatula,"₺145,00",https://www.a101.com.tr/ev-yasam/nehir-spatula_p-26007999,
a101.csv,260,Sezeray Uranüs Vestiyer Atlantik Çam,"₺1.799,00",https://www.a101.com.tr/ev-yasam/sezeray-uranus-vestiyer-atlantik-cam_p-26067780,
a101.csv,261,Pierre Cardin PC-M20002 Boyun ve Sırt Masaj Aleti,"₺1.199,00",https://www.a101.com.tr/elektronik/pierre-cardin-pc-m20002-boyun-ve-sirt-masaj-aleti_p-26060646,
a101.csv,262,Katlanabilir Kamp Sandalyesi 74x51x80 cm Kırmızı,"₺279,00",https://www.a101.com.tr/ev-yasam/katlanabilir-kamp-sandalyesi-74x51x80-cm-kirmizi_p-26014370,
a101.csv,263,Pierre Cardin PCG30001 Kulak Burun Tüy Alma Makinesi,"₺129,00",https://www.a101.com.tr/kozmetik-kisisel-bakim/pierre-cardin-pcg30001-kulak-burun-tuy-alma-makinesi_p-26046406,
a101.csv,264,Silk & Blue Suba Kadın Çorap 2'li Pembe,"₺29,50",https://www.a101.com.tr/giyim-aksesuar/silk-blue-suba-kadin-corap-2-li-pembe_p-25000320,
a101.csv,265,Samsung DW60DG540FSRTR 4 Programlı Bulaşık Makinesi Inox,"₺17.499,00",https://www.a101.com.tr/elektronik/samsung-dw60dg540fsrtr-4-programli-bulasik-makinesi-inox_p-26052587,
a101.csv,266,Garaj Home Elmas Çok Amaçlı Raflı Kahve Köşesi Dolabı Meşe,"₺4.499,00",https://www.a101.com.tr/ev-yasam/garaj-home-elmas-cok-amacli-rafli-kahve-kosesi-dolabi-mese_p-26058362,
a101.csv,267,"Stanley Quencher H2.0 Flowstate 10-12552-070 Pipetli Termos 1,18 L Açık Yeşil","₺2.299,00",https://www.a101.com.tr/ev-yasam/stanley-quencher-h2-0-flowstate-10-12552-070-pipetli-termos-1-18-l-acik-yesil_p-26062967,
a101.csv,268,Piranha 6116 Bluetooth AUX FM Transmitter,"₺159,00",https://www.a101.com.tr/oto-bahce-yapi/piranha-6116-bluetooth-aux-fm-transmitter_p-26008765,
a101.csv,269,Newton Cam Ankastre Set Siyah (F-17-GLS 640-MFA400),"₺7.499,00",https://www.a101.com.tr/elektronik/newton-cam-ankastre-set-siyah-f-17-gls-640-mfa400-_p-26031596,
a101.csv,270,Banyo Seti 5'li,"₺449,00",https://www.a101.com.tr/ev-yasam/banyo-seti-5-li_p-26065172,
a101.csv,271,Ferre 45630 Mini Fırın 45 L Beyaz,"₺2.999,00",https://www.a101.com.tr/elektronik/ferre-45630-mini-firin-45-l-beyaz_p-26064616,
a101.csv,272,Kiwi KSI-6306 Buharlı Ütü,"₺699,00",https://www.a101.com.tr/elektronik/kiwi-ksi-6306-buharli-utu_p-26009921,
a101.csv,273,Lila Tek Kişilik Kenar Korumalı Yatak Alezi 100x200x30 cm,"₺239,00",https://www.a101.com.tr/ev-yasam/lila-tek-kisilik-kenar-korumali-yatak-alezi-100x200x30-cm_p-26055832,
a101.csv,274,Samsung DW60DG540FWQTR 4 Programlı Bulaşık Makinesi Beyaz,"₺17.999,00",https://www.a101.com.tr/elektronik/samsung-dw60dg540fwqtr-4-programli-bulasik-makinesi-beyaz_p-26052586,
a101.csv,275,Oral-B iO 6 Şarjlı Diş Fırçası Siyah,"₺5.499,00",https://www.a101.com.tr/kozmetik-kisisel-bakim/oral-b-io-6-sarjli-dis-fircasi-siyah_p-26046865,
a101.csv,276,Xiaomi Smart Pet Care Evcil Hayvan Hava Temizleyici,"₺4.499,00",https://www.a101.com.tr/elektronik/xiaomi-smart-pet-care-evcil-hayvan-hava-temizleyici-_p-26066565,
a101.csv,277,Promer Lux Ütü Masası 43x124 cm,"₺1.099,00",https://www.a101.com.tr/ev-yasam/promer-lux-utu-masasi-43x124-cm_p-26053563,
a101.csv,278,Ayaklı Kahve Yanı Bardak 6'lı 125 cc,"₺149,00",https://www.a101.com.tr/ev-yasam/ayakli-kahve-yani-bardak-6-li-125-cc_p-26061861,
a101.csv,279,Ugg Tazz II 1174471-OBS Kadın Terlik Gri,"₺8.499,00",https://www.a101.com.tr/giyim-aksesuar/ugg-tazz-ii-1174471-obs-kadin-terlik-gri_p-26066290,
